NAME,TYPE,COMMENT,Category,Reason,Sample_Data,ADDR,CLUSTER,CUSTOM,CUSTOM1,CUSTOM2,CUSTOM3,CUSTOM4,CUSTOM5,CUSTOM6,CUSTOM7,CUSTOM8,DEADBAND,EDITCODE,ENG_FULL,ENG_UNITS,ENG_ZERO,EQUIP,FORMAT,HISTORIAN,ITEM,LINKED,OID,RAW_FULL,RAW_ZERO,REF1,REF2,TAGGENLINK,UNIT,Group,Group_Reason,change_count,change_status
FX_TV_2104_AI_BJ,INT,二系列2#-2高效搅拌槽加蒸汽电动调节蝶阀TV-2104阀位反馈信号报警,questionable,2#-2加蒸汽阀位反馈信号报警。与其他执行机构报警类似，这种弱扰动信号对最终结果呈现非线性甚至完全不相关的特性。,暂无采样记录,%MW366,,,,,,,,,,,,,,,,,,,,,0x0000f0dc,,,,,,FX2_IODev,B,包含'二系列'前缀，属于专线设备,0,Dead
FX_TV_2104_AO_BJ,INT,二系列2#-2高效搅拌槽加蒸汽电动调节蝶阀TV-2104阀位给定信号报警,questionable,2#-2加蒸汽阀位给定信号报警。执行机构的控制信号约束不一定等价于热能输入的实质缺失，属于可疑特征。,暂无采样记录,%MW367,,,,,,,,,,,,,,,,,,,,,0x0000f0dd,,,,,,FX2_IODev,B,包含'二系列'前缀，属于专线设备,0,Dead
FX_3F01_ZT,INT,电动阀(输送二次TD-II粗选)1#3F01状态,questionable,输送二次TD-II粗选设备的电动阀状态。开关量状态变量在连续稳态生产下基本保持不变，当其发生切换时仅表明设备换备，对工艺的冶金分离本质影响微弱。,暂无采样记录,%MW400,,,,,,,,,,,,,,,,,,,,,0x0000f0de,,,,,,FX2_IODev,A,包含'1#'前缀，属于专线设备,9,LowChange
FX_3F02_ZT,INT,电动阀(输送二次TD-II粗选)1#3F02状态,probable,该变量为输送二次TD-II捕收剂至粗选作业的1#系统电动阀状态。根据工艺背景，TD-II是决定石英脱除效果的核心捕收剂（背景32、84），粗选作业直接决定大量硅的脱除负荷（背景14、86）。阀门状态（开/关/故障）直接决定该加药支路是否正常投用，进而影响捕收剂的实际加入量和最终精矿品位，属重要前馈关联变量。,暂无采样记录,%MW401,,,,,,,,,,,,,,,,,,,,,0x0000f0df,,,,,,FX2_IODev,A,包含'1#'前缀，属于专线设备,9,LowChange
FX_3F03_ZT,INT,电动阀(输送二次TD-II粗选)1#3F03状态,probable,该变量为输送二次TD-II捕收剂至粗选作业的1#系统电动阀状态。根据工艺背景，TD-II是决定石英脱除效果的核心捕收剂（背景32、84），粗选作业直接决定大量硅的脱除负荷（背景14、86）。阀门状态（开/关/故障）直接决定该加药支路是否正常投用，进而影响捕收剂的实际加入量和最终精矿品位，属重要前馈关联变量。,暂无采样记录,%MW402,,,,,,,,,,,,,,,,,,,,,0x0000f0e0,,,,,,FX2_IODev,A,包含'1#'前缀，属于专线设备,2,LowChange
FX_3F04_ZT,INT,电动阀(输送二次TD-II粗选)1#3F04状态,probable,该变量为输送二次TD-II捕收剂至粗选作业的1#系统电动阀状态。根据工艺背景，TD-II是决定石英脱除效果的核心捕收剂（背景32、84），粗选作业直接决定大量硅的脱除负荷（背景14、86）。阀门状态（开/关/故障）直接决定该加药支路是否正常投用，进而影响捕收剂的实际加入量和最终精矿品位，属重要前馈关联变量。,暂无采样记录,%MW403,,,,,,,,,,,,,,,,,,,,,0x0000f0e1,,,,,,FX2_IODev,A,包含'1#'前缀，属于专线设备,8,LowChange
FX_3F05_ZT,INT,电动阀(输送二次TD-II粗选)1#3F05状态,probable,该变量为输送二次TD-II捕收剂至粗选作业的1#系统电动阀状态。根据工艺背景，TD-II是决定石英脱除效果的核心捕收剂（背景32、84），粗选作业直接决定大量硅的脱除负荷（背景14、86）。阀门状态（开/关/故障）直接决定该加药支路是否正常投用，进而影响捕收剂的实际加入量和最终精矿品位，属重要前馈关联变量。,暂无采样记录,%MW404,,,,,,,,,,,,,,,,,,,,,0x0000f0e2,,,,,,FX2_IODev,A,包含'1#'前缀，属于专线设备,18,Active
FX_3F06_ZT,INT,电动阀(输送二次TD-II粗选)1#3F06状态,probable,该变量为输送二次TD-II捕收剂至粗选作业的1#系统电动阀状态。根据工艺背景，TD-II是决定石英脱除效果的核心捕收剂（背景32、84），粗选作业直接决定大量硅的脱除负荷（背景14、86）。阀门状态（开/关/故障）直接决定该加药支路是否正常投用，进而影响捕收剂的实际加入量和最终精矿品位，属重要前馈关联变量。,暂无采样记录,%MW405,,,,,,,,,,,,,,,,,,,,,0x0000f0e3,,,,,,FX2_IODev,A,包含'1#'前缀，属于专线设备,18,Active
FX_3F07_ZT,INT,电动阀(输送二次TD-II粗选)1#3F07状态,probable,该变量为输送二次TD-II捕收剂至粗选作业的1#系统电动阀状态。根据工艺背景，TD-II是决定石英脱除效果的核心捕收剂（背景32、84），粗选作业直接决定大量硅的脱除负荷（背景14、86）。阀门状态（开/关/故障）直接决定该加药支路是否正常投用，进而影响捕收剂的实际加入量和最终精矿品位，属重要前馈关联变量。,暂无采样记录,%MW406,,,,,,,,,,,,,,,,,,,,,0x0000f0e4,,,,,,FX2_IODev,A,包含'1#'前缀，属于专线设备,16,Active
FX_3F08_ZT,INT,电动阀(输送二次TD-II粗选)1#3F08状态,probable,该变量为输送二次TD-II捕收剂至粗选作业的1#系统电动阀状态。根据工艺背景，TD-II是决定石英脱除效果的核心捕收剂（背景32、84），粗选作业直接决定大量硅的脱除负荷（背景14、86）。阀门状态（开/关/故障）直接决定该加药支路是否正常投用，进而影响捕收剂的实际加入量和最终精矿品位，属重要前馈关联变量。,暂无采样记录,%MW407,,,,,,,,,,,,,,,,,,,,,0x0000f0e5,,,,,,FX2_IODev,A,包含'1#'前缀，属于专线设备,12,Active
FX_3F09_ZT,INT,电动阀(输送二次TD-II粗选)1#3F09状态,probable,该变量为输送二次TD-II捕收剂至粗选作业的1#系统电动阀状态。根据工艺背景，TD-II是决定石英脱除效果的核心捕收剂（背景32、84），粗选作业直接决定大量硅的脱除负荷（背景14、86）。阀门状态（开/关/故障）直接决定该加药支路是否正常投用，进而影响捕收剂的实际加入量和最终精矿品位，属重要前馈关联变量。,暂无采样记录,%MW408,,,,,,,,,,,,,,,,,,,,,0x0000f0e6,,,,,,FX2_IODev,A,包含'1#'前缀，属于专线设备,8,LowChange
FX_3F10_ZT,INT,电动阀(输送二次TD-II粗选)1#3F10状态,probable,该变量为输送二次TD-II捕收剂至粗选作业的1#系统电动阀状态。根据工艺背景，TD-II是决定石英脱除效果的核心捕收剂（背景32、84），粗选作业直接决定大量硅的脱除负荷（背景14、86）。阀门状态（开/关/故障）直接决定该加药支路是否正常投用，进而影响捕收剂的实际加入量和最终精矿品位，属重要前馈关联变量。,暂无采样记录,%MW409,,,,,,,,,,,,,,,,,,,,,0x0000f0e7,,,,,,FX2_IODev,A,包含'1#'前缀，属于专线设备,8,LowChange
FX_3F11_ZT,INT,电动阀(输送二次TD-II粗选)1#3F11状态,probable,该变量为输送二次TD-II捕收剂至粗选作业的1#系统电动阀状态。根据工艺背景，TD-II是决定石英脱除效果的核心捕收剂（背景32、84），粗选作业直接决定大量硅的脱除负荷（背景14、86）。阀门状态（开/关/故障）直接决定该加药支路是否正常投用，进而影响捕收剂的实际加入量和最终精矿品位，属重要前馈关联变量。,暂无采样记录,%MW410,,,,,,,,,,,,,,,,,,,,,0x0000f0e8,,,,,,FX2_IODev,A,包含'1#'前缀，属于专线设备,8,LowChange
FX_3F12_ZT,INT,电动阀(输送二次TD-II粗选)1#3F12状态,probable,该变量为输送二次TD-II捕收剂至粗选作业的1#系统电动阀状态。根据工艺背景，TD-II是决定石英脱除效果的核心捕收剂（背景32、84），粗选作业直接决定大量硅的脱除负荷（背景14、86）。阀门状态（开/关/故障）直接决定该加药支路是否正常投用，进而影响捕收剂的实际加入量和最终精矿品位，属重要前馈关联变量。,暂无采样记录,%MW411,,,,,,,,,,,,,,,,,,,,,0x0000f0e9,,,,,,FX2_IODev,A,包含'1#'前缀，属于专线设备,8,LowChange
FX_4F01_ZT,INT,电动阀(输送二次TD-II粗选)2#4F01状态,probable,"该变量为输送二次TD-II捕收剂至粗选作业的2#系统电动阀状态。根据工艺背景，TD-II是核心捕收剂，其用量与硅的脱除效率高度正相关（背景32, 38）。2#系统粗选脱硅对最终品位贡献巨大，该阀门状态直接影响药剂是否按需分配至粗选槽中，因此很可能与精矿品位相关。",暂无采样记录,%MW412,,,,,,,,,,,,,,,,,,,,,0x0000f0ea,,,,,,FX2_IODev,B,包含'2#'前缀，属于专线设备,0,Dead
FX_4F02_ZT,INT,电动阀(输送二次TD-II粗选)2#4F02状态,probable,"该变量为输送二次TD-II捕收剂至粗选作业的2#系统电动阀状态。根据工艺背景，TD-II是核心捕收剂，其用量与硅的脱除效率高度正相关（背景32, 38）。2#系统粗选脱硅对最终品位贡献巨大，该阀门状态直接影响药剂是否按需分配至粗选槽中，因此很可能与精矿品位相关。",暂无采样记录,%MW413,,,,,,,,,,,,,,,,,,,,,0x0000f0eb,,,,,,FX2_IODev,B,包含'2#'前缀，属于专线设备,8,LowChange
FX_4F03_ZT,INT,电动阀(输送二次TD-II粗选)2#4F03状态,probable,"该变量为输送二次TD-II捕收剂至粗选作业的2#系统电动阀状态。根据工艺背景，TD-II是核心捕收剂，其用量与硅的脱除效率高度正相关（背景32, 38）。2#系统粗选脱硅对最终品位贡献巨大，该阀门状态直接影响药剂是否按需分配至粗选槽中，因此很可能与精矿品位相关。",暂无采样记录,%MW414,,,,,,,,,,,,,,,,,,,,,0x0000f0ec,,,,,,FX2_IODev,B,包含'2#'前缀，属于专线设备,4,LowChange
FX_4F04_ZT,INT,电动阀(输送二次TD-II粗选)2#4F04状态,probable,"该变量为输送二次TD-II捕收剂至粗选作业的2#系统电动阀状态。根据工艺背景，TD-II是核心捕收剂，其用量与硅的脱除效率高度正相关（背景32, 38）。2#系统粗选脱硅对最终品位贡献巨大，该阀门状态直接影响药剂是否按需分配至粗选槽中，因此很可能与精矿品位相关。",暂无采样记录,%MW415,,,,,,,,,,,,,,,,,,,,,0x0000f0ed,,,,,,FX2_IODev,B,包含'2#'前缀，属于专线设备,8,LowChange
FX_4F05_ZT,INT,电动阀(输送二次TD-II粗选)2#4F05状态,probable,"该变量为输送二次TD-II捕收剂至粗选作业的2#系统电动阀状态。根据工艺背景，TD-II是核心捕收剂，其用量与硅的脱除效率高度正相关（背景32, 38）。2#系统粗选脱硅对最终品位贡献巨大，该阀门状态直接影响药剂是否按需分配至粗选槽中，因此很可能与精矿品位相关。",暂无采样记录,%MW416,,,,,,,,,,,,,,,,,,,,,0x0000f0ee,,,,,,FX2_IODev,B,包含'2#'前缀，属于专线设备,26,Active
FX_4F06_ZT,INT,电动阀(输送二次TD-II粗选)2#4F06状态,probable,"该变量为输送二次TD-II捕收剂至粗选作业的2#系统电动阀状态。根据工艺背景，TD-II是核心捕收剂，其用量与硅的脱除效率高度正相关（背景32, 38）。2#系统粗选脱硅对最终品位贡献巨大，该阀门状态直接影响药剂是否按需分配至粗选槽中，因此很可能与精矿品位相关。",暂无采样记录,%MW417,,,,,,,,,,,,,,,,,,,,,0x0000f0ef,,,,,,FX2_IODev,B,包含'2#'前缀，属于专线设备,26,Active
FX_4F07_ZT,INT,电动阀(输送二次TD-II粗选)2#4F07状态,probable,"该变量为输送二次TD-II捕收剂至粗选作业的2#系统电动阀状态。根据工艺背景，TD-II是核心捕收剂，其用量与硅的脱除效率高度正相关（背景32, 38）。2#系统粗选脱硅对最终品位贡献巨大，该阀门状态直接影响药剂是否按需分配至粗选槽中，因此很可能与精矿品位相关。",暂无采样记录,%MW418,,,,,,,,,,,,,,,,,,,,,0x0000f0f0,,,,,,FX2_IODev,B,包含'2#'前缀，属于专线设备,8,LowChange
FX_4F08_ZT,INT,电动阀(输送二次TD-II粗选)2#4F08状态,probable,"该变量为输送二次TD-II捕收剂至粗选作业的2#系统电动阀状态。根据工艺背景，TD-II是核心捕收剂，其用量与硅的脱除效率高度正相关（背景32, 38）。2#系统粗选脱硅对最终品位贡献巨大，该阀门状态直接影响药剂是否按需分配至粗选槽中，因此很可能与精矿品位相关。",暂无采样记录,%MW419,,,,,,,,,,,,,,,,,,,,,0x0000f0f1,,,,,,FX2_IODev,B,包含'2#'前缀，属于专线设备,24,Active
FX_4F09_ZT,INT,电动阀(输送二次TD-II粗选)2#4F09状态,probable,"该变量为输送二次TD-II捕收剂至粗选作业的2#系统电动阀状态。根据工艺背景，TD-II是核心捕收剂，其用量与硅的脱除效率高度正相关（背景32, 38）。2#系统粗选脱硅对最终品位贡献巨大，该阀门状态直接影响药剂是否按需分配至粗选槽中，因此很可能与精矿品位相关。",暂无采样记录,%MW420,,,,,,,,,,,,,,,,,,,,,0x0000f0f2,,,,,,FX2_IODev,B,包含'2#'前缀，属于专线设备,0,Dead
FX_4F10_ZT,INT,电动阀(输送二次TD-II粗选)2#4F10状态,probable,"该变量为输送二次TD-II捕收剂至粗选作业的2#系统电动阀状态。根据工艺背景，TD-II是核心捕收剂，其用量与硅的脱除效率高度正相关（背景32, 38）。2#系统粗选脱硅对最终品位贡献巨大，该阀门状态直接影响药剂是否按需分配至粗选槽中，因此很可能与精矿品位相关。",暂无采样记录,%MW421,,,,,,,,,,,,,,,,,,,,,0x0000f0f3,,,,,,FX2_IODev,B,包含'2#'前缀，属于专线设备,0,Dead
FX_4F11_ZT,INT,电动阀(输送二次TD-II粗选)2#4F11状态,probable,"该变量为输送二次TD-II捕收剂至粗选作业的2#系统电动阀状态。根据工艺背景，TD-II是核心捕收剂，其用量与硅的脱除效率高度正相关（背景32, 38）。2#系统粗选脱硅对最终品位贡献巨大，该阀门状态直接影响药剂是否按需分配至粗选槽中，因此很可能与精矿品位相关。",暂无采样记录,%MW422,,,,,,,,,,,,,,,,,,,,,0x0000f0f4,,,,,,FX2_IODev,B,包含'2#'前缀，属于专线设备,0,Dead
FX_4F12_ZT,INT,电动阀(输送二次TD-II粗选)2#4F12状态,probable,"该变量为输送二次TD-II捕收剂至粗选作业的2#系统电动阀状态。根据工艺背景，TD-II是核心捕收剂，其用量与硅的脱除效率高度正相关（背景32, 38）。2#系统粗选脱硅对最终品位贡献巨大，该阀门状态直接影响药剂是否按需分配至粗选槽中，因此很可能与精矿品位相关。",暂无采样记录,%MW423,,,,,,,,,,,,,,,,,,,,,0x0000f0f5,,,,,,FX2_IODev,B,包含'2#'前缀，属于专线设备,0,Dead
FX_7F01_ZT,INT,电动阀(输送热水)7F01状态,probable,该变量为输送热水的电动阀状态。根据背景信息，反浮选工艺必须加温至30-40℃才能使捕收剂发挥活性（背景41-43）。输送热水/蒸汽的系统如果由于电动阀状态异常而中断，会导致矿浆温度断崖式下降，精矿品位直接变差。因此该状态变量与最终品位高度相关。,暂无采样记录,%MW424,,,,,,,,,,,,,,,,,,,,,0x0000f0f6,,,,,,FX2_IODev,C,无系列标识，属于全厂共享设备,0,Dead
FX_7F02_ZT,INT,电动阀(输送热水)7F02状态,probable,该变量为输送热水的电动阀状态。根据背景信息，反浮选工艺必须加温至30-40℃才能使捕收剂发挥活性（背景41-43）。输送热水/蒸汽的系统如果由于电动阀状态异常而中断，会导致矿浆温度断崖式下降，精矿品位直接变差。因此该状态变量与最终品位高度相关。,暂无采样记录,%MW425,,,,,,,,,,,,,,,,,,,,,0x0000f0f7,,,,,,FX2_IODev,C,无系列标识，属于全厂共享设备,0,Dead
FX_7F03_ZT,INT,电动阀(输送热水)7F03状态,probable,该变量为输送热水的电动阀状态。根据背景信息，反浮选工艺必须加温至30-40℃才能使捕收剂发挥活性（背景41-43）。输送热水/蒸汽的系统如果由于电动阀状态异常而中断，会导致矿浆温度断崖式下降，精矿品位直接变差。因此该状态变量与最终品位高度相关。,暂无采样记录,%MW426,,,,,,,,,,,,,,,,,,,,,0x0000f0f8,,,,,,FX2_IODev,C,无系列标识，属于全厂共享设备,0,Dead
FX_7F04_ZT,INT,电动阀(输送热水)7F04状态,probable,该变量为输送热水的电动阀状态。根据背景信息，反浮选工艺必须加温至30-40℃才能使捕收剂发挥活性（背景41-43）。输送热水/蒸汽的系统如果由于电动阀状态异常而中断，会导致矿浆温度断崖式下降，精矿品位直接变差。因此该状态变量与最终品位高度相关。,暂无采样记录,%MW427,,,,,,,,,,,,,,,,,,,,,0x0000f0f9,,,,,,FX2_IODev,C,无系列标识，属于全厂共享设备,0,Dead
FX_7F05_ZT,INT,电动阀(输送热水)7F05状态,probable,该变量为输送热水的电动阀状态。根据背景信息，反浮选工艺必须加温至30-40℃才能使捕收剂发挥活性（背景41-43）。输送热水/蒸汽的系统如果由于电动阀状态异常而中断，会导致矿浆温度断崖式下降，精矿品位直接变差。因此该状态变量与最终品位高度相关。,暂无采样记录,%MW428,,,,,,,,,,,,,,,,,,,,,0x0000f0fa,,,,,,FX2_IODev,C,无系列标识，属于全厂共享设备,0,Dead
FX_7F06_ZT,INT,电动阀(输送热水)7F06状态,probable,该变量为输送热水的电动阀状态。根据背景信息，反浮选工艺必须加温至30-40℃才能使捕收剂发挥活性（背景41-43）。输送热水/蒸汽的系统如果由于电动阀状态异常而中断，会导致矿浆温度断崖式下降，精矿品位直接变差。因此该状态变量与最终品位高度相关。,暂无采样记录,%MW429,,,,,,,,,,,,,,,,,,,,,0x0000f0fb,,,,,,FX2_IODev,C,无系列标识，属于全厂共享设备,0,Dead
FX_5F01_ZT,INT,电动阀(输送二次TD-II精选)1#5F01状态,probable,该变量为输送二次TD-II捕收剂至精选作业的1#系统电动阀状态。精选作业是对粗选底流的‘清洗’，以进一步去除夹杂的极细粒级石英（背景87）。捕收剂在精选段的加入状态决定了这一深加工脱硅环节的正常运行，对最终精矿品位有重要影响。,暂无采样记录,%MW430,,,,,,,,,,,,,,,,,,,,,0x0000f0fc,,,,,,FX2_IODev,A,包含'1#'前缀，属于专线设备,0,Dead
FX_5F02_ZT,INT,电动阀(输送二次TD-II精选)1#5F02状态,probable,该变量为输送二次TD-II捕收剂至精选作业的1#系统电动阀状态。精选作业是对粗选底流的‘清洗’，以进一步去除夹杂的极细粒级石英（背景87）。捕收剂在精选段的加入状态决定了这一深加工脱硅环节的正常运行，对最终精矿品位有重要影响。,暂无采样记录,%MW431,,,,,,,,,,,,,,,,,,,,,0x0000f0fd,,,,,,FX2_IODev,A,包含'1#'前缀，属于专线设备,0,Dead
FX_5F03_ZT,INT,电动阀(输送二次TD-II精选)1#5F03状态,probable,该变量为输送二次TD-II捕收剂至精选作业的1#系统电动阀状态。精选作业是对粗选底流的‘清洗’，以进一步去除夹杂的极细粒级石英（背景87）。捕收剂在精选段的加入状态决定了这一深加工脱硅环节的正常运行，对最终精矿品位有重要影响。,暂无采样记录,%MW432,,,,,,,,,,,,,,,,,,,,,0x0000f0fe,,,,,,FX2_IODev,A,包含'1#'前缀，属于专线设备,0,Dead
FX_5F04_ZT,INT,电动阀(输送二次TD-II精选)1#5F04状态,probable,该变量为输送二次TD-II捕收剂至精选作业的1#系统电动阀状态。精选作业是对粗选底流的‘清洗’，以进一步去除夹杂的极细粒级石英（背景87）。捕收剂在精选段的加入状态决定了这一深加工脱硅环节的正常运行，对最终精矿品位有重要影响。,暂无采样记录,%MW433,,,,,,,,,,,,,,,,,,,,,0x0000f0ff,,,,,,FX2_IODev,A,包含'1#'前缀，属于专线设备,0,Dead
FX_5F05_ZT,INT,电动阀(输送二次TD-II精选)1#5F05状态,probable,该变量为输送二次TD-II捕收剂至精选作业的1#系统电动阀状态。精选作业是对粗选底流的‘清洗’，以进一步去除夹杂的极细粒级石英（背景87）。捕收剂在精选段的加入状态决定了这一深加工脱硅环节的正常运行，对最终精矿品位有重要影响。,暂无采样记录,%MW434,,,,,,,,,,,,,,,,,,,,,0x0000f100,,,,,,FX2_IODev,A,包含'1#'前缀，属于专线设备,2,LowChange
FX_5F06_ZT,INT,电动阀(输送二次TD-II精选)1#5F06状态,probable,该变量为输送二次TD-II捕收剂至精选作业的1#系统电动阀状态。精选作业是对粗选底流的‘清洗’，以进一步去除夹杂的极细粒级石英（背景87）。捕收剂在精选段的加入状态决定了这一深加工脱硅环节的正常运行，对最终精矿品位有重要影响。,暂无采样记录,%MW435,,,,,,,,,,,,,,,,,,,,,0x0000f101,,,,,,FX2_IODev,A,包含'1#'前缀，属于专线设备,6,LowChange
FX_5F07_ZT,INT,电动阀(输送二次TD-II精选)1#5F07状态,probable,该变量为输送二次TD-II捕收剂至精选作业的1#系统电动阀状态。精选作业是对粗选底流的‘清洗’，以进一步去除夹杂的极细粒级石英（背景87）。捕收剂在精选段的加入状态决定了这一深加工脱硅环节的正常运行，对最终精矿品位有重要影响。,暂无采样记录,%MW436,,,,,,,,,,,,,,,,,,,,,0x0000f102,,,,,,FX2_IODev,A,包含'1#'前缀，属于专线设备,8,LowChange
FX_5F08_ZT,INT,电动阀(输送二次TD-II精选)1#5F08状态,probable,该变量为输送二次TD-II捕收剂至精选作业的1#系统电动阀状态。精选作业是对粗选底流的‘清洗’，以进一步去除夹杂的极细粒级石英（背景87）。捕收剂在精选段的加入状态决定了这一深加工脱硅环节的正常运行，对最终精矿品位有重要影响。,暂无采样记录,%MW437,,,,,,,,,,,,,,,,,,,,,0x0000f103,,,,,,FX2_IODev,A,包含'1#'前缀，属于专线设备,2,LowChange
FX_5F09_ZT,INT,电动阀(输送二次TD-II精选)1#5F09状态,probable,该变量为输送二次TD-II捕收剂至精选作业的1#系统电动阀状态。精选作业是对粗选底流的‘清洗’，以进一步去除夹杂的极细粒级石英（背景87）。捕收剂在精选段的加入状态决定了这一深加工脱硅环节的正常运行，对最终精矿品位有重要影响。,暂无采样记录,%MW438,,,,,,,,,,,,,,,,,,,,,0x0000f104,,,,,,FX2_IODev,A,包含'1#'前缀，属于专线设备,0,Dead
FX_5F10_ZT,INT,电动阀(输送二次TD-II精选)1#5F10状态,probable,该变量为输送二次TD-II捕收剂至精选作业的1#系统电动阀状态。精选作业是对粗选底流的‘清洗’，以进一步去除夹杂的极细粒级石英（背景87）。捕收剂在精选段的加入状态决定了这一深加工脱硅环节的正常运行，对最终精矿品位有重要影响。,暂无采样记录,%MW439,,,,,,,,,,,,,,,,,,,,,0x0000f105,,,,,,FX2_IODev,A,包含'1#'前缀，属于专线设备,0,Dead
FX_TT_621a2,REAL,1#二次TD-Ⅱ(供粗选)搅拌槽温度2,probable,供粗选TD-Ⅱ搅拌槽的双重温度检测点，进一步保障捕收剂的热力学活性状态监测，与药剂捕收能力高度相关。,暂无采样记录,%MW114,,,,,,,,,,,,,,,,,,,,,0x0000f05d,,,,,,FX2_IODev,A,包含'1#'前缀，属于新1#专线药剂投加系统,1207977,Active
FX_LT_621b,REAL,2#二次TD-Ⅱ(供粗选)搅拌槽液位,probable,2#二次TD-Ⅱ搅拌槽液位同样关系到粗选捕收剂的供应连续性，是药剂制度平稳运行的保障指标。,暂无采样记录,%MW116,,,,,,,,,,,,,,,,,,,,,0x0000f05e,,,,,,FX2_IODev,B,包含'2#'前缀，属于新2#专线药剂投加系统,259296,Active
FX_TT_621b1,REAL,2#二次TD-Ⅱ(供粗选)搅拌槽温度1,probable,捕收剂温度决定了其表观黏度和流动性，直接影响TD-Ⅱ与石英表面钙离子的皂化反应效率，是很可能相关的变量。,暂无采样记录,%MW118,,,,,,,,,,,,,,,,,,,,,0x0000f05f,,,,,,FX2_IODev,B,包含'2#'前缀，属于新2#专线药剂投加系统,1203398,Active
FX_TT_621b2,REAL,2#二次TD-Ⅱ(供粗选)搅拌槽温度2,probable,同理，2#槽的第二个温度传感器用于监测捕收剂加温的均匀度，保证药剂处于最佳活性范围，关联性强。,暂无采样记录,%MW120,,,,,,,,,,,,,,,,,,,,,0x0000f060,,,,,,FX2_IODev,B,包含'2#'前缀，属于新2#专线药剂投加系统,1214204,Active
FX_FT_622a,REAL,输送二次TD-Ⅱ螺杆泵2301出口管道流量,probable,供粗选的TD-Ⅱ螺杆泵出口流量代表了粗选捕收剂的瞬时加药量。捕收剂用量必须随干矿量和石灰精确配比，直接决定除硅效果。,暂无采样记录,%MW122,,,,,,,,,,,,,,,,,,,,,0x0000f061,,,,,,FX2_IODev,A,螺杆泵2301属于1#线专用泵（一用一备模式），为新1#供药,978284,Active
FX_FT_622b,REAL,输送二次TD-Ⅱ螺杆泵2302出口管道流量,probable,2302泵出口流量同样是监测粗选核心药剂注入量的直接参数，用量失衡会立刻导致精矿硅超标或铁流失。,暂无采样记录,%MW124,,,,,,,,,,,,,,,,,,,,,0x0000f062,,,,,,FX2_IODev,A,螺杆泵2302属于1#线专用泵（一用一备模式），为新1#供药,1129732,Active
FX_FT_622c,REAL,输送二次TD-Ⅱ螺杆泵2303出口管道流量,probable,2303泵出口的TD-Ⅱ流量是计算总加药量、评估药剂与矿石比例的刚性物理量，极其关键。,暂无采样记录,%MW126,,,,,,,,,,,,,,,,,,,,,0x0000f063,,,,,,FX2_IODev,B,螺杆泵2303属于2#线专用泵（一用一备模式），为新2#供药,1040545,Active
FX_FT_622d,REAL,输送二次TD-Ⅱ螺杆泵2304出口管道流量,probable,2304泵捕收剂流量监控粗选加药回路，是实现前馈控制和维持浮选药剂制度稳定的决定性因素。,暂无采样记录,%MW128,,,,,,,,,,,,,,,,,,,,,0x0000f064,,,,,,FX2_IODev,B,螺杆泵2304属于2#线专用泵（一用一备模式），为新2#供药,980899,Active
FX_LT_631,REAL,热水桶液位,probable,热水桶液位虽不直接参与反应，但关系到淀粉熟化、药剂稀释或矿浆加温的热水供应能力，若供应不足会引发系统性热工扰动。,暂无采样记录,%MW130,,,,,,,,,,,,,,,,,,,,,0x0000f065,,,,,,FX2_IODev,C,热水桶为全厂公用设施，属于药剂原液制备系统,82097,Active
FX_TT_631a,REAL,热水桶温度a,probable,热水温度是整个浮选系统加温控制的基础热源参数，直接影响矿浆能否维持在30℃~40℃最佳温度区间。,暂无采样记录,%MW132,,,,,,,,,,,,,,,,,,,,,0x0000f066,,,,,,FX2_IODev,C,热水桶为全厂公用设施，属于药剂原液制备系统,1190420,Active
FX_TT_631b,REAL,热水桶温度b,probable,热水桶的多点温度监测有助于评估系统热力学状态的稳定性，温度跌落将打破药剂选择性瓶颈，导致品位下降。,暂无采样记录,%MW134,,,,,,,,,,,,,,,,,,,,,0x0000f067,,,,,,FX2_IODev,C,热水桶为全厂公用设施，属于药剂原液制备系统,1191589,Active
FX_LT_621c,REAL,1#二次TD-Ⅱ(供精选)搅拌槽液位,probable,供精选的TD-Ⅱ搅拌槽液位决定了精选段药剂的供给稳定。精选段用药控制关系到二次除硅和最终精矿质量把关。,暂无采样记录,%MW136,,,,,,,,,,,,,,,,,,,,,0x0000f068,,,,,,FX2_IODev,A,包含'1#'前缀，属于新1#专线药剂投加系统（供精选）,265874,Active
FX_TT_621c1,REAL,1#二次TD-Ⅱ(供精选)搅拌槽温度1,probable,精选TD-Ⅱ药剂的温度同样约束着精选段气泡的流体力学特性和疏水石英的上浮效率，非常重要。,暂无采样记录,%MW138,,,,,,,,,,,,,,,,,,,,,0x0000f069,,,,,,FX2_IODev,A,包含'1#'前缀，属于新1#专线药剂投加系统（供精选）,1212954,Active
FX_TT_621c2,REAL,1#二次TD-Ⅱ(供精选)搅拌槽温度2,probable,精选槽捕收剂的冗余温度测点，用于防范局部温度过低导致的药剂凝结，直接影响精选降硅能力。,暂无采样记录,%MW140,,,,,,,,,,,,,,,,,,,,,0x0000f06a,,,,,,FX2_IODev,A,包含'1#'前缀，属于新1#专线药剂投加系统（供精选）,1189007,Active
